ts,symbol,best_bid_price,best_bid_size,best_ask_price,best_ask_size
2025-12-25T20:54:52.433534,ETHUSDT,2948.06,56.84,2948.07,45.89
2025-12-25T20:54:52.453337,ETHUSDT,2948.06,56.85,2948.07,45.89
2025-12-25T20:54:53.328530,ETHUSDT,2948.06,55.84,2948.07,45.89
2025-12-25T20:54:54.305559,ETHUSDT,2948.06,54.46,2948.07,45.89
2025-12-25T20:54:54.312250,ETHUSDT,2948.06,55.84,2948.07,45.89
2025-12-25T20:54:55.337249,ETHUSDT,2948.06,54.46,2948.07,45.89
2025-12-25T20:54:55.368647,ETHUSDT,2948.06,55.84,2948.07,45.89
2025-12-25T20:54:55.585128,ETHUSDT,2948.06,55.80,2948.07,45.89
2025-12-25T20:54:55.627598,ETHUSDT,2948.06,55.80,2948.07,45.88
2025-12-25T20:54:56.196151,ETHUSDT,2948.06,46.89,2948.07,45.88
2025-12-25T20:54:56.196872,ETHUSDT,2948.06,41.70,2948.07,45.88
2025-12-25T20:54:56.232716,ETHUSDT,2948.06,42.50,2948.07,42.97
2025-12-25T20:54:56.362672,ETHUSDT,2948.06,41.12,2948.07,42.97
2025-12-25T20:54:56.373009,ETHUSDT,2948.06,42.48,2948.07,42.97
2025-12-25T20:54:56.382695,ETHUSDT,2948.06,42.48,2948.07,45.88
2025-12-25T20:54:56.398075,ETHUSDT,2948.06,41.68,2948.07,45.88
2025-12-25T20:54:57.223872,ETHUSDT,2948.06,41.67,2948.07,45.88
2025-12-25T20:54:57.383576,ETHUSDT,2948.06,40.31,2948.07,45.88
2025-12-25T20:54:57.392517,ETHUSDT,2948.06,41.67,2948.07,45.88
2025-12-25T20:54:58.446354,ETHUSDT,2948.06,40.31,2948.07,45.88
2025-12-25T20:54:58.447588,ETHUSDT,2948.06,41.60,2948.07,45.88
2025-12-25T20:54:58.572578,ETHUSDT,2948.06,42.40,2948.07,45.88
2025-12-25T20:54:58.703850,ETHUSDT,2948.06,42.40,2948.07,45.82
2025-12-25T20:54:59.433224,ETHUSDT,2948.06,42.39,2948.07,45.82
2025-12-25T20:55:00.086725,ETHUSDT,2948.06,42.39,2948.07,45.97
2025-12-25T20:55:00.344374,ETHUSDT,2948.06,28.64,2948.07,45.97
2025-12-25T20:55:00.362694,ETHUSDT,2948.06,25.73,2948.07,45.97
2025-12-25T20:55:00.372444,ETHUSDT,2948.06,9.23,2948.07,45.97
2025-12-25T20:55:00.392850,ETHUSDT,2948.06,16.45,2948.07,45.97
2025-12-25T20:55:00.433667,ETHUSDT,2948.06,11.26,2948.07,45.97
2025-12-25T20:55:00.443091,ETHUSDT,2948.06,9.98,2948.07,45.97
2025-12-25T20:55:00.453397,ETHUSDT,2948.06,11.26,2948.07,45.97
2025-12-25T20:55:00.484229,ETHUSDT,2948.06,11.30,2948.07,45.97
2025-12-25T20:55:00.736392,ETHUSDT,2948.06,11.30,2948.07,46.07
2025-12-25T20:55:01.157129,ETHUSDT,2948.06,11.30,2948.07,46.09
2025-12-25T20:55:01.332084,ETHUSDT,2948.06,8.39,2948.07,46.09
2025-12-25T20:55:01.343080,ETHUSDT,2948.06,11.30,2948.07,46.09
2025-12-25T20:55:01.356499,ETHUSDT,2948.02,0.94,2948.03,1.19
2025-12-25T20:55:01.364689,ETHUSDT,2948.00,1.01,2948.01,119.02
2025-12-25T20:55:01.372268,ETHUSDT,2947.99,0.01,2948.00,17.43
2025-12-25T20:55:01.384516,ETHUSDT,2947.75,7.17,2947.77,7.04
2025-12-25T20:55:01.396145,ETHUSDT,2947.75,43.87,2947.76,65.31
2025-12-25T20:55:01.408716,ETHUSDT,2947.75,43.79,2947.76,29.80
2025-12-25T20:55:01.422505,ETHUSDT,2947.75,44.79,2947.76,26.89
2025-12-25T20:55:01.432766,ETHUSDT,2947.75,45.67,2947.76,29.80
2025-12-25T20:55:01.452505,ETHUSDT,2947.75,45.67,2947.76,26.85
2025-12-25T20:55:01.463133,ETHUSDT,2947.75,46.01,2947.76,26.85
2025-12-25T20:55:01.492992,ETHUSDT,2947.75,46.01,2947.76,21.08
2025-12-25T20:55:01.502530,ETHUSDT,2947.75,46.01,2947.76,15.21
2025-12-25T20:55:01.512739,ETHUSDT,2947.75,46.01,2947.76,9.86
2025-12-25T20:55:01.522618,ETHUSDT,2947.75,45.01,2947.76,9.86
2025-12-25T20:55:01.552742,ETHUSDT,2947.75,45.01,2947.76,5.26
2025-12-25T20:55:01.562235,ETHUSDT,2947.75,45.86,2947.76,5.26
2025-12-25T20:55:01.572468,ETHUSDT,2947.75,46.84,2947.76,5.26
2025-12-25T20:55:01.592849,ETHUSDT,2947.75,46.84,2947.76,5.28
2025-12-25T20:55:01.662807,ETHUSDT,2947.75,46.85,2947.76,5.28
2025-12-25T20:55:01.916029,ETHUSDT,2947.75,47.47,2947.76,5.28
2025-12-25T20:55:02.084307,ETHUSDT,2947.75,47.50,2947.76,5.28
2025-12-25T20:55:02.092343,ETHUSDT,2947.75,47.50,2947.76,5.26
2025-12-25T20:55:02.272580,ETHUSDT,2947.75,48.15,2947.76,5.26
2025-12-25T20:55:02.403815,ETHUSDT,2947.75,48.65,2947.76,5.26
2025-12-25T20:55:02.747977,ETHUSDT,2947.75,48.07,2947.76,5.26
2025-12-25T20:55:03.056936,ETHUSDT,2947.75,48.88,2947.76,5.26
2025-12-25T20:55:03.135245,ETHUSDT,2947.75,48.88,2947.76,1.71
2025-12-25T20:55:03.135936,ETHUSDT,2947.83,35.14,2947.84,0.01
2025-12-25T20:55:03.136355,ETHUSDT,2947.99,6.84,2948.00,0.04
2025-12-25T20:55:03.136950,ETHUSDT,2948.06,79.11,2948.07,37.90
2025-12-25T20:55:03.143165,ETHUSDT,2948.06,81.02,2948.07,38.05
2025-12-25T20:55:03.157602,ETHUSDT,2948.06,81.02,2948.07,40.97
2025-12-25T20:55:03.183034,ETHUSDT,2948.06,81.02,2948.07,38.06
2025-12-25T20:55:03.212631,ETHUSDT,2948.06,81.02,2948.07,37.92
2025-12-25T20:55:03.272767,ETHUSDT,2948.06,81.03,2948.07,37.92
2025-12-25T20:55:03.452706,ETHUSDT,2948.06,63.97,2948.07,37.92
2025-12-25T20:55:03.554203,ETHUSDT,2948.06,63.97,2948.07,40.83
2025-12-25T20:55:03.566449,ETHUSDT,2948.06,62.96,2948.07,40.83
2025-12-25T20:55:03.653202,ETHUSDT,2948.06,62.96,2948.07,37.92
2025-12-25T20:55:04.080980,ETHUSDT,2948.06,62.96,2948.07,40.83
2025-12-25T20:55:04.081663,ETHUSDT,2948.06,62.96,2948.07,37.92
2025-12-25T20:55:04.082099,ETHUSDT,2948.06,62.96,2948.07,40.83
2025-12-25T20:55:04.082515,ETHUSDT,2948.06,62.96,2948.07,38.54
2025-12-25T20:55:04.083132,ETHUSDT,2948.06,64.05,2948.07,38.54
2025-12-25T20:55:04.133379,ETHUSDT,2948.06,64.05,2948.07,41.45
2025-12-25T20:55:04.592956,ETHUSDT,2948.06,62.16,2948.07,41.45
2025-12-25T20:55:04.593685,ETHUSDT,2948.06,57.56,2948.07,41.45
2025-12-25T20:55:05.105583,ETHUSDT,2948.06,57.56,2948.07,40.63
2025-12-25T20:55:05.222160,ETHUSDT,2948.06,46.43,2948.07,40.63
2025-12-25T20:55:05.253495,ETHUSDT,2948.06,49.34,2948.07,40.63
2025-12-25T20:55:05.353333,ETHUSDT,2948.06,49.35,2948.07,40.63
2025-12-25T20:55:06.026423,ETHUSDT,2948.06,49.34,2948.07,40.63
2025-12-25T20:55:06.641521,ETHUSDT,2948.06,50.93,2948.07,2.89
2025-12-25T20:55:06.642515,ETHUSDT,2948.06,50.93,2948.07,3.19
2025-12-25T20:55:06.642966,ETHUSDT,2948.06,50.93,2948.07,6.10
2025-12-25T20:55:06.643471,ETHUSDT,2948.06,50.93,2948.07,2.89
2025-12-25T20:55:06.652230,ETHUSDT,2948.06,51.33,2948.07,2.89
